Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Does the company disclose its membership and involvement in organisations or coalitions dedicated specifically to climate issues?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
EGCO,Thailand,THA,Electricity Utilities,No,small,TH0465010005,6304632,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
ENN Ecological Holdings,China,CHN,Coal Mining,No,unlisted,CNE000000DG7,6445467;BYYFJJ0,01/11/2023,17/04/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No
ENN Ecological Holdings,China,CHN,Coal Mining,No,unlisted,CNE000000DG7,6445467;BYYFJJ0,01/09/2022,15/04/2022,1,unchanged,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
ENN Ecological Holdings,China,CHN,Coal Mining,No,unlisted,CNE000000DG7,6445467;BYYFJJ0,01/11/2021,31/03/2021,1,new,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
EOG Resources,United States of America,USA,Oil & Gas,No,large,US26875P1012,2318024,01/11/2023,04/02/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No
EOG Resources,United States of America,USA,Oil & Gas,No,large,US26875P1012,2318024,01/09/2022,06/05/2022,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No
EOG Resources,United States of America,USA,Oil & Gas,No,large,US26875P1012,2318024,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No
EQT,United States of America,USA,Oil & Gas,No,small,US26884L1098,2319414,01/11/2023,28/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
EVA Airways,China,CHN,Airlines,No,large,TW0002618006,6186023,01/11/2023,16/02/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
EVA Airways,China,CHN,Airlines,No,large,TW0002618006,6186023,01/09/2022,15/04/2022,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Eagle Materials,United States of America,USA,Cement,No,small,US26969P1084,2191399,01/11/2023,27/04/2023,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Eagle Materials,United States of America,USA,Cement,No,small,US26969P1084,2191399,01/09/2022,07/05/2022,2,up,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
Eagle Materials,United States of America,USA,Cement,No,small,US26969P1084,2191399,01/11/2021,31/03/2021,1,unchanged,Yes,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
East Japan Railway,Japan,JPN,Other Industrials,No,large,JP3783600004,6298542,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Eastman Chemical,United States of America,USA,Chemicals,No,medium,US2774321002,2298386,01/11/2023,05/05/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No
Eastman Chemical,United States of America,USA,Chemicals,No,medium,US2774321002,2298386,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,Yes,No,No,Yes,No
Eastman Chemical,United States of America,USA,Chemicals,No,medium,US2774321002,2298386,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,No,No,No,No,No
Easyjet,United Kingdom,GBR,Airlines,No,medium,GB00B7KR2P84,B7KR2P8,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Easyjet,United Kingdom,GBR,Airlines,No,medium,GB00B7KR2P84,B7KR2P8,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Easyjet,United Kingdom,GBR,Airlines,No,medium,GB00B7KR2P84,B7KR2P8,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,No,Yes,No,No,No,No
Eaton Corp,United States of America,USA,Other Industrials,No,large,IE00B8KQN827,B8KQN82,01/11/2023,12/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Ecolab,United States of America,USA,Chemicals,No,large,US2788651006,2304227,01/11/2023,02/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Ecolab,United States of America,USA,Chemicals,No,large,US2788651006,2304227,01/09/2022,15/04/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Ecolab,United States of America,USA,Chemicals,No,large,US2788651006,2304227,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,No,No
Ecopetrol,Colombia,COL,Oil & Gas,Yes,large,COC04PA00016,B2473N4,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
Ecopetrol,Colombia,COL,Oil & Gas,Yes,large,COC04PA00016,B2473N4,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No
Ecopetrol,Colombia,COL,Oil & Gas,Yes,large,COC04PA00016,B2473N4,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/11/2023,25/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/11/2023,14/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/09/2022,08/05/2022,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,Yes,Yes,No,No
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,No,Yes,No,No
Element Solutions,United States of America,USA,Chemicals,No,small,US28618M1062,BJ1C2K1,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Eli Lilly,United States of America,USA,Consumer Goods,No,large,US5324571083,2516152,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/09/2022,25/02/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,No,Yes,No,No,No
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,No,Yes,No,No,No
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/11/2023,31/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/09/2022,15/04/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No,No,No
Emerson Electric,United States of America,USA,Other Industrials,No,large,US2910111044,2313405,01/11/2023,24/04/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No
Emerson Electric,United States of America,USA,Other Industrials,No,large,US2910111044,2313405,01/09/2022,07/05/2022,1,new,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Empresas COPEC,Chile,CHL,Coal Mining,No,large,CLP7847L1080,2196026,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No
Empresas COPEC,Chile,CHL,Coal Mining,No,large,CLP7847L1080,2196026,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
Empresas COPEC,Chile,CHL,Coal Mining,No,large,CLP7847L1080,2196026,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Ems Chemie,Switzerland,CHE,Chemicals,No,large,CH0016440353,7635610,01/11/2023,10/05/2023,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Ems Chemie,Switzerland,CHE,Chemicals,No,large,CH0016440353,7635610,01/09/2022,07/05/2022,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
Enagas,Spain,ESP,Oil & Gas Distribution,No,medium,ES0130960018,7383072,01/11/2023,04/05/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
Enagas,Spain,ESP,Oil & Gas Distribution,No,medium,ES0130960018,7383072,01/09/2022,15/04/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Enbridge,Canada,CAN,Oil & Gas Distribution,Yes,large,CA29250N1050,2466149;2478906,01/11/2023,21/04/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
Enbridge,Canada,CAN,Oil & Gas Distribution,Yes,large,CA29250N1050,2466149;2478906,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
Enbridge,Canada,CAN,Oil & Gas Distribution,Yes,large,CA29250N1050,2466149;2478906,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Enbw Energie,Germany,DEU,Electricity Utilities,No,large,DE0005220008,5341102,01/11/2023,24/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
Enbw Energie,Germany,DEU,Electricity Utilities,No,large,DE0005220008,5341102,01/12/2022,31/03/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
Enbw Energie,Germany,DEU,Electricity Utilities,No,large,DE0005220008,5341102,01/11/2021,31/03/2021,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,No,No,No
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/11/2023,25/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/09/2022,06/05/2022,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,No,Yes,No,No
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Not applicable,No,No,No,No,No,No,No
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/11/2023,05/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/09/2022,07/05/2022,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/11/2023,28/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,Yes
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/09/2022,15/04/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,Yes
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Enel Americas,Chile,CHL,Electricity Utilities,No,small,CLP371861061,2299453,01/11/2023,28/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No
Eneos (Coal Mining),Japan,JPN,Coal Mining,Yes,large,JP3386450005,B627LW9,01/11/2023,01/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Eneos (Coal Mining),Japan,JPN,Coal Mining,Yes,large,JP3386450005,B627LW9,01/09/2022,08/05/2022,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Eneos (Coal Mining),Japan,JPN,Coal Mining,Yes,large,JP3386450005,B627LW9,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,Yes,large,JP3386450005,B627LW9,01/11/2023,01/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,Yes,large,JP3386450005,B627LW9,01/09/2022,08/05/2022,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,Yes,large,JP3386450005,B627LW9,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Energisa,Brazil,BRA,Electricity Utilities,No,medium,BRENGICDAM16,B56XQT8,01/11/2023,26/04/2023,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Energy Transfer,United States of America,USA,Oil & Gas Distribution,No,unlisted,US29278N1037,BD9H2Z1,01/11/2023,24/04/2023,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Energy Transfer,United States of America,USA,Oil & Gas Distribution,No,unlisted,US29278N1037,BD9H2Z1,01/12/2022,31/03/2022,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Energy Transfer,United States of America,USA,Oil & Gas Distribution,No,unlisted,US29278N1037,BD9H2Z1,01/11/2021,31/03/2021,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Eneva,Brazil,BRA,Electricity Utilities,No,medium,BRENEVACNOR8,BFWHKM5,01/11/2023,24/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,No,No,No,No
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/11/2023,12/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/09/2022,15/04/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Engie Brasil,Brazil,BRA,Electricity Utilities,No,large,BREGIEACNOR9,BD1WX84,01/11/2023,05/05/2023,1,new,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Applicable,No,Yes,No,No,No,No,No
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/11/2023,17/04/2023,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/09/2022,15/04/2022,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Enlight Renewable Energy,Israel,ISR,Electricity Utilities,No,medium,IL0007200111,6767677,01/11/2023,26/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/11/2023,27/03/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/09/2022,07/05/2022,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,Yes,No
Enterprise Products,United States of America,USA,Oil & Gas Distribution,No,large,US2937921078,2285388,01/11/2023,31/03/2023,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enterprise Products,United States of America,USA,Oil & Gas Distribution,No,large,US2937921078,2285388,01/12/2022,31/03/2022,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enterprise Products,United States of America,USA,Oil & Gas Distribution,No,large,US2937921078,2285388,01/11/2021,31/03/2021,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Equinix,United States of America,USA,Services,No,large,US29444U7000,BVLZX12,01/11/2023,26/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No
Equinor,Norway,NOR,Oil & Gas,Yes,large,NO0010096985,7133608,01/11/2023,03/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
Equinor,Norway,NOR,Oil & Gas,Yes,large,NO0010096985,7133608,01/09/2022,06/05/2022,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
Equinor,Norway,NOR,Oil & Gas,Yes,large,NO0010096985,7133608,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Equitrans Midstream,United States of America,USA,Oil & Gas Distribution,No,small,US2946001011,BFMWBV6,01/11/2023,03/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No
Equitrans Midstream,United States of America,USA,Oil & Gas Distribution,No,small,US2946001011,BFMWBV6,01/09/2022,02/03/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No
Erdemir,Turkey,TUR,Steel,No,medium,TRAEREGL91G3,B03MS97,01/11/2023,25/04/2023,2,up,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Erdemir,Turkey,TUR,Steel,No,medium,TRAEREGL91G3,B03MS97,01/09/2022,15/04/2022,1,unchanged,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Erdemir,Turkey,TUR,Steel,No,medium,TRAEREGL91G3,B03MS97,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
EssilorLuxottica,France,FRA,Consumer Goods,No,large,FR0000121667,7212477,01/11/2023,28/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,No,Yes,No,No,No,No
Essity Aktiebolag,Sweden,SWE,Consumer Goods,No,large,SE0009922164,BF1K7P7,01/11/2023,20/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Evergreen Marine,Taiwan,TWN,Shipping,No,medium,TW0002603008,6324500,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Evergreen Marine,Taiwan,TWN,Shipping,No,medium,TW0002603008,6324500,01/09/2022,20/03/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Evergreen Marine,Taiwan,TWN,Shipping,No,medium,TW0002603008,6324500,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No
